id,gender,age,type,purpose
4251,Female,40,Returning,Business
4252,Female,42,Returning,Business
4253,Male,41,Returning,Business
4254,Female,44,Returning,Personal
4255,Female,25,First-time,Business
4256,Male,54,Returning,Business
4257,Male,14,Returning,Personal
4258,Male,65,Returning,Personal
4259,Female,50,Returning,Business
4260,Female,26,Returning,Business
4261,Female,31,Returning,Business
4262,Female,25,First-time,Business
4263,Male,27,First-time,Business
4264,Male,48,Returning,Business
4265,Female,29,Returning,Business
4266,Female,72,Returning,Business
4267,Female,52,Returning,Business
4268,Female,50,Returning,Business
4269,Male,26,Returning,Business
4270,Female,53,Returning,Business
4271,Male,25,First-time,Business
4272,Male,58,Returning,Business
4273,Female,29,First-time,Business
4274,Male,43,Returning,Business
4275,Female,50,First-time,Business
4276,Male,13,Returning,Business
4277,Female,39,Returning,Business
4278,Female,41,Returning,Business
4279,Male,29,First-time,Business
4280,Male,35,Returning,Business
4281,Female,76,Returning,Business
4282,Female,49,Returning,Business
4283,Female,55,Returning,Personal
4284,Female,40,Returning,Personal
4285,Male,67,Returning,Personal
4286,Male,41,Returning,Personal
4287,Male,19,Returning,Personal
4288,Female,29,Returning,Personal
4289,Male,44,Returning,Personal
4290,Male,50,Returning,Personal
4291,Female,8,Returning,Personal
4292,Female,38,Returning,Personal
4293,Male,17,Returning,Personal
4294,Female,43,Returning,Personal
4295,Female,65,Returning,Personal
4296,Male,11,Returning,Personal
4297,Male,65,Returning,Personal
4298,Male,37,Returning,Personal
4299,Female,59,Returning,Personal
4300,Female,67,Returning,Personal
4301,Male,52,Returning,Personal
4302,Male,45,First-time,Business
4303,Female,25,First-time,Business
4304,Male,34,Returning,Business
4305,Female,27,First-time,Business
4306,Male,42,Returning,Business
4307,Male,34,Returning,Personal
4308,Male,58,Returning,Business
4309,Male,46,Returning,Business
4310,Male,23,First-time,Business
4311,Female,26,First-time,Business
4312,Female,31,Returning,Business
4313,Male,43,Returning,Business
4314,Female,61,Returning,Business
4315,Female,65,Returning,Personal
4316,Male,50,Returning,Business
4317,Male,22,First-time,Business
4318,Male,20,First-time,Business
4319,Male,57,Returning,Business
4320,Female,25,First-time,Business
4321,Female,30,First-time,Business
4322,Male,60,Returning,Business
4323,Male,36,Returning,Business
4324,Male,58,Returning,Personal
4325,Female,29,Returning,Personal
4326,Female,33,Returning,Personal
4327,Female,61,Returning,Personal
4328,Female,24,Returning,Personal
4329,Male,47,Returning,Business
4330,Female,51,Returning,Business
4331,Male,59,Returning,Personal
4332,Female,40,Returning,Business
4333,Female,18,Returning,Business
4334,Male,41,Returning,Business
4335,Male,53,Returning,Business
4336,Female,26,First-time,Business
4337,Female,53,Returning,Business
4338,Female,20,First-time,Business
4339,Male,50,Returning,Business
4340,Female,33,Returning,Business
4341,Female,70,Returning,Personal
4342,Female,41,Returning,Personal
4343,Female,36,Returning,Business
4344,Female,40,Returning,Business
4345,Male,39,First-time,Business
4346,Male,38,Returning,Business
4347,Male,48,Returning,Business
4348,Female,31,Returning,Business
4349,Female,59,Returning,Business
4350,Male,52,Returning,Business
4351,Female,36,Returning,Business
4352,Female,49,Returning,Business
4353,Male,41,Returning,Business
4354,Female,50,Returning,Business
4355,Female,24,First-time,Business
4356,Female,55,Returning,Business
4357,Male,39,Returning,Business
4358,Male,46,Returning,Business
4359,Male,46,Returning,Business
4360,Female,40,Returning,Business
4361,Female,25,First-time,Business
4362,Male,53,Returning,Business
4363,Female,30,Returning,Business
4364,Female,33,First-time,Business
4365,Male,45,Returning,Business
4366,Male,43,Returning,Business
4367,Male,44,Returning,Business
4368,Male,60,Returning,Business
4369,Male,22,First-time,Business
4370,Male,27,First-time,Business
4371,Male,48,Returning,Business
4372,Female,26,First-time,Business
4373,Female,22,Returning,Business
4374,Male,9,Returning,Business
4375,Female,30,Returning,Business
4376,Female,53,Returning,Business
4377,Female,25,First-time,Business
4378,Female,40,Returning,Business
4379,Male,25,First-time,Business
4380,Female,52,Returning,Business
4381,Female,37,Returning,Business
4382,Male,17,Returning,Personal
4383,Male,66,Returning,Personal
4384,Male,18,Returning,Personal
4385,Female,35,Returning,Personal
4386,Male,36,Returning,Personal
4387,Male,9,Returning,Personal
4388,Male,30,Returning,Personal
4389,Female,22,Returning,Personal
4390,Female,9,Returning,Personal
4391,Female,64,Returning,Personal
4392,Female,29,Returning,Personal
4393,Male,25,Returning,Personal
4394,Male,59,Returning,Personal
4395,Male,65,Returning,Personal
4396,Female,54,Returning,Personal
4397,Male,39,Returning,Personal
4398,Female,39,Returning,Personal
4399,Male,45,Returning,Personal
4400,Female,35,Returning,Personal
4401,Female,17,Returning,Personal
4402,Female,26,First-time,Business
4403,Female,10,Returning,Business
4404,Male,65,Returning,Personal
4405,Female,33,Returning,Personal
4406,Male,35,Returning,Business
4407,Male,56,Returning,Business
4408,Female,54,Returning,Business
4409,Female,44,Returning,Business
4410,Female,57,Returning,Business
4411,Male,32,Returning,Personal
4412,Male,45,Returning,Personal
4413,Male,48,Returning,Business
4414,Male,29,First-time,Business
4415,Male,60,Returning,Business
4416,Female,29,Returning,Business
4417,Male,42,First-time,Business
4418,Male,44,Returning,Business
4419,Female,13,First-time,Business
4420,Male,22,First-time,Business
4421,Female,59,Returning,Business
4422,Male,59,Returning,Business
4423,Male,56,Returning,Business
4424,Male,34,First-time,Business
4425,Female,57,Returning,Business
4426,Female,42,Returning,Business
4427,Female,47,Returning,Business
4428,Female,11,First-time,Business
4429,Male,52,Returning,Business
4430,Female,46,Returning,Business
4431,Male,58,Returning,Business
4432,Female,24,First-time,Business
4433,Female,42,Returning,Business
4434,Female,31,Returning,Business
4435,Male,32,Returning,Business
4436,Male,42,Returning,Business
4437,Female,19,Returning,Personal
4438,Female,21,Returning,Personal
4439,Female,13,Returning,Personal
4440,Male,22,Returning,Personal
4441,Male,66,Returning,Personal
4442,Female,26,Returning,Personal
4443,Female,48,Returning,Personal
4444,Male,17,Returning,Personal
4445,Male,19,Returning,Personal
4446,Male,61,Returning,Personal
4447,Male,14,Returning,Personal
4448,Male,70,Returning,Personal
4449,Male,56,Returning,Business
4450,Female,22,First-time,Business
4451,Male,38,Returning,Business
4452,Male,34,Returning,Personal
4453,Female,18,Returning,Personal
4454,Male,10,Returning,Personal
4455,Male,36,Returning,Personal
4456,Male,44,Returning,Personal
4457,Female,26,Returning,Personal
4458,Male,25,Returning,Personal
4459,Male,25,Returning,Personal
4460,Female,59,Returning,Business
4461,Female,37,Returning,Business
4462,Female,56,Returning,Business
4463,Female,33,Returning,Business
4464,Male,60,Returning,Business
4465,Male,57,Returning,Business
4466,Male,56,Returning,Business
4467,Female,35,Returning,Personal
4468,Male,49,Returning,Personal
4469,Male,12,Returning,Personal
4470,Female,28,Returning,Personal
4471,Male,49,Returning,Personal
4472,Male,62,Returning,Personal
4473,Female,23,Returning,Personal
4474,Male,38,Returning,Personal
4475,Female,28,Returning,Personal
4476,Female,50,Returning,Business
4477,Female,44,Returning,Business
4478,Male,42,Returning,Personal
4479,Male,23,First-time,Business
4480,Female,40,Returning,Business
4481,Female,57,Returning,Business
4482,Male,20,Returning,Personal
4483,Male,62,Returning,Personal
4484,Male,31,Returning,Business
4485,Male,52,Returning,Business
4486,Female,27,First-time,Business
4487,Female,40,Returning,Business
4488,Female,50,Returning,Business
4489,Female,50,Returning,Personal
4490,Male,43,Returning,Personal
4491,Male,44,First-time,Business
4492,Female,47,Returning,Business
4493,Male,42,Returning,Business
4494,Female,41,Returning,Business
4495,Female,38,Returning,Business
4496,Female,61,Returning,Business
4497,Male,25,First-time,Business
4498,Male,38,First-time,Business
4499,Male,19,First-time,Business
4500,Male,52,Returning,Business
4501,Male,55,Returning,Business
4502,Female,49,Returning,Business
4503,Male,52,Returning,Business
4504,Female,37,First-time,Business
4505,Female,65,Returning,Personal
4506,Female,42,Returning,Personal
4507,Male,11,Returning,Personal
4508,Female,27,Returning,Personal
4509,Female,58,Returning,Personal
4510,Male,62,Returning,Personal
4511,Male,36,Returning,Personal
4512,Male,20,Returning,Personal
4513,Male,17,Returning,Personal
4514,Male,63,Returning,Personal
4515,Female,49,Returning,Personal
4516,Male,53,Returning,Business
4517,Female,20,First-time,Business
4518,Female,23,First-time,Business
4519,Female,35,Returning,Personal
4520,Female,15,Returning,Personal
4521,Male,41,Returning,Business
4522,Female,23,First-time,Business
4523,Male,23,Returning,Business
4524,Female,28,First-time,Business
4525,Male,55,Returning,Business
4526,Male,23,First-time,Business
4527,Female,59,Returning,Business
4528,Female,55,Returning,Business
4529,Female,23,First-time,Business
4530,Female,23,Returning,Business
4531,Male,46,Returning,Business
4532,Female,16,First-time,Business
4533,Male,13,Returning,Personal
4534,Female,8,Returning,Personal
4535,Male,26,First-time,Business
4536,Female,49,Returning,Business
4537,Male,42,Returning,Business
4538,Male,48,Returning,Business
4539,Male,29,First-time,Business
4540,Female,38,Returning,Business
4541,Male,39,Returning,Business
4542,Male,32,Returning,Business
4543,Female,68,Returning,Business
4544,Female,38,First-time,Business
4545,Male,46,Returning,Business
4546,Female,38,First-time,Business
4547,Male,52,Returning,Personal
4548,Female,25,First-time,Business
4549,Male,52,Returning,Business
4550,Male,36,Returning,Personal
4551,Female,36,Returning,Personal
4552,Female,51,Returning,Business
4553,Male,56,Returning,Business
4554,Female,30,Returning,Business
4555,Female,42,Returning,Business
4556,Female,44,Returning,Business
4557,Female,59,Returning,Business
4558,Female,45,Returning,Business
4559,Female,59,Returning,Business
4560,Female,52,Returning,Business
4561,Male,20,First-time,Business
4562,Male,44,Returning,Business
4563,Male,38,Returning,Personal
4564,Female,57,Returning,Personal
4565,Female,32,Returning,Personal
4566,Male,20,Returning,Personal
4567,Female,48,Returning,Personal
4568,Male,16,Returning,Personal
4569,Female,23,Returning,Personal
4570,Male,69,Returning,Personal
4571,Male,37,Returning,Business
4572,Female,62,Returning,Personal
4573,Male,56,Returning,Business
4574,Male,42,First-time,Business
4575,Female,31,Returning,Business
4576,Male,70,Returning,Personal
4577,Male,47,Returning,Business
4578,Female,48,Returning,Business
4579,Female,51,Returning,Business
4580,Female,50,Returning,Business
4581,Male,51,Returning,Business
4582,Male,40,First-time,Business
4583,Male,46,Returning,Business
4584,Female,58,Returning,Business
4585,Male,36,Returning,Business
4586,Female,55,Returning,Business
4587,Male,63,Returning,Business
4588,Female,51,Returning,Business
4589,Female,41,Returning,Business
4590,Male,30,Returning,Business
4591,Female,65,Returning,Business
4592,Female,26,First-time,Business
4593,Female,36,Returning,Business
4594,Female,18,First-time,Business
4595,Male,23,First-time,Business
4596,Female,26,Returning,Personal
4597,Female,40,Returning,Personal
4598,Female,23,Returning,Personal
4599,Male,19,Returning,Personal
4600,Female,47,Returning,Personal
4601,Male,31,Returning,Personal
4602,Male,39,Returning,Personal
4603,Female,17,Returning,Personal
4604,Male,39,Returning,Business
4605,Female,30,Returning,Business
4606,Female,43,Returning,Business
4607,Male,47,Returning,Business
4608,Male,26,First-time,Business
4609,Female,20,First-time,Business
4610,Female,58,Returning,Business
4611,Male,21,First-time,Business
4612,Female,31,Returning,Business
4613,Male,25,First-time,Business
4614,Female,55,Returning,Business
4615,Female,47,Returning,Personal
4616,Female,60,Returning,Personal
4617,Male,46,Returning,Personal
4618,Male,56,Returning,Personal
4619,Female,37,Returning,Personal
4620,Male,10,Returning,Personal
4621,Male,43,Returning,Personal
4622,Male,45,Returning,Business
4623,Female,42,Returning,Business
4624,Male,60,Returning,Business
4625,Male,27,First-time,Business
4626,Female,58,Returning,Business
4627,Male,48,Returning,Business
4628,Male,60,Returning,Business
4629,Female,26,First-time,Business
4630,Female,32,First-time,Business
4631,Female,16,First-time,Business
4632,Female,53,Returning,Business
4633,Female,29,Returning,Business
4634,Male,49,Returning,Business
4635,Female,52,Returning,Business
4636,Male,45,Returning,Business
4637,Female,20,First-time,Business
4638,Male,55,Returning,Business
4639,Female,56,Returning,Business
4640,Female,41,Returning,Business
4641,Male,52,Returning,Business
4642,Female,52,Returning,Business
4643,Male,43,First-time,Business
4644,Female,51,Returning,Business
4645,Male,33,First-time,Business
4646,Female,25,Returning,Business
4647,Female,60,Returning,Business
4648,Female,48,Returning,Business
4649,Female,64,First-time,Business
4650,Female,47,Returning,Business
4651,Male,48,Returning,Business
4652,Female,42,Returning,Business
4653,Female,69,Returning,Business
4654,Female,43,Returning,Business
4655,Male,25,First-time,Business
4656,Female,24,First-time,Business
4657,Female,49,Returning,Business
